model,cell,readout,metric,n,mean,median,p05,p95
olmo2_7b,U_PT__L_PT,common_it,top5_churn,586,0.4202940751575564,0.4166666666666667,0.20982142857142858,0.6309523809523809
olmo2_7b,U_PT__L_PT,common_it,top_choice_pt_rate,586,0.7457337883959044,437,,
olmo2_7b,U_PT__L_PT,common_it,top_choice_it_rate,586,0.06996587030716724,41,,
olmo2_7b,U_PT__L_PT,common_it,top_choice_other_rate,586,0.18430034129692832,108,,
olmo2_7b,U_PT__L_PT,common_pt,it_vs_pt_margin,586,-2.090128066189867,-1.470703125,-5.8828125,-0.11572265625
olmo2_7b,U_PT__L_PT,common_pt,it_rank,586,374.339590443686,6.0,2.0,194.0
olmo2_7b,U_PT__L_PT,common_pt,pt_rank,586,1.180887372013652,1.0,1.0,2.0
olmo2_7b,U_PT__L_PT,common_pt,late_kl_mean,586,2.311972000525364,2.2127321915967126,0.6875174024275371,3.9083241442484513
olmo2_7b,U_PT__L_PT,common_pt,remaining_adj_js,586,0.37031547518106334,0.36482074453185,0.16656509383271137,0.6008678569536036
olmo2_7b,U_PT__L_PT,common_pt,future_top1_flips,586,1.3993174061433447,1.3333333333333333,0.0,3.0
olmo2_7b,U_PT__L_PT,common_pt,top5_churn,586,0.4160933239431533,0.4166666666666667,0.22222222222222224,0.621031746031746
olmo2_7b,U_PT__L_PT,common_pt,top_choice_pt_rate,586,0.8993174061433447,527,,
olmo2_7b,U_PT__L_PT,common_pt,top_choice_it_rate,586,0.02218430034129693,13,,
olmo2_7b,U_PT__L_PT,common_pt,top_choice_other_rate,586,0.07849829351535836,46,,
olmo2_7b,U_PT__L_IT,common_it,it_vs_pt_margin,586,-1.1760962164035835,-0.6875,-5.94921875,1.5703125
olmo2_7b,U_PT__L_IT,common_it,it_rank,586,73.76109215017065,3.0,1.0,77.75
olmo2_7b,U_PT__L_IT,common_it,pt_rank,586,2.4470989761092152,1.0,1.0,7.0
olmo2_7b,U_PT__L_IT,common_it,late_kl_mean,586,2.1026938839845983,2.0105338266917636,0.4898290543683938,3.9258808749062677
olmo2_7b,U_PT__L_IT,common_it,remaining_adj_js,586,0.3523300869578131,0.3511819690465927,0.12990077314316295,0.5844806640719374
olmo2_7b,U_PT__L_IT,common_it,future_top1_flips,586,1.3603526734926052,1.3333333333333333,0.0,2.8333333333333335
olmo2_7b,U_PT__L_IT,common_it,top5_churn,586,0.41220407389349367,0.41269841269841273,0.22222222222222224,0.6059854497354498
olmo2_7b,U_PT__L_IT,common_it,top_choice_pt_rate,586,0.5102389078498294,299,,
olmo2_7b,U_PT__L_IT,common_it,top_choice_it_rate,586,0.23037542662116042,135,,
olmo2_7b,U_PT__L_IT,common_it,top_choice_other_rate,586,0.2593856655290102,152,,
olmo2_7b,U_PT__L_IT,common_pt,it_vs_pt_margin,586,-1.3315787982615188,-0.875,-5.849609375,1.3671875
olmo2_7b,U_PT__L_IT,common_pt,it_rank,586,84.160409556314,3.0,1.0,83.75
olmo2_7b,U_PT__L_IT,common_pt,pt_rank,586,2.28839590443686,1.0,1.0,7.0
olmo2_7b,U_PT__L_IT,common_pt,late_kl_mean,586,2.0060432317204913,1.9315669366291592,0.45121840201318264,3.7765516862273216
olmo2_7b,U_PT__L_IT,common_pt,remaining_adj_js,586,0.3470092494232786,0.34470462853399414,0.12352809903677553,0.5787031275297825
olmo2_7b,U_PT__L_IT,common_pt,future_top1_flips,586,1.3156996587030716,1.1666666666666667,0.0,3.0
olmo2_7b,U_PT__L_IT,common_pt,top5_churn,586,0.40998970691803455,0.41269841269841273,0.20634920634920637,0.6144179894179894
olmo2_7b,U_PT__L_IT,common_pt,top_choice_pt_rate,586,0.5119453924914675,300,,
olmo2_7b,U_PT__L_IT,common_pt,top_choice_it_rate,586,0.19965870307167236,117,,
olmo2_7b,U_PT__L_IT,common_pt,top_choice_other_rate,586,0.2883959044368601,169,,
olmo2_7b,U_IT__L_PT,common_it,it_vs_pt_margin,586,0.679702615575172,0.30615234375,-2.1221923828125,5.14013671875
olmo2_7b,U_IT__L_PT,common_it,it_rank,586,58.822525597269625,2.0,1.0,13.0
olmo2_7b,U_IT__L_PT,common_it,pt_rank,586,16.546075085324233,2.0,1.0,30.75
olmo2_7b,U_IT__L_PT,common_it,late_kl_mean,586,2.6013749272790516,2.6940454095602036,0.568960211106709,4.334950101162706
olmo2_7b,U_IT__L_PT,common_it,remaining_adj_js,586,0.39286747905445196,0.38903688111652934,0.14709749445319176,0.6547897919081151
olmo2_7b,U_IT__L_PT,common_it,future_top1_flips,586,1.5130830489192266,1.5,0.16666666666666666,3.0
olmo2_7b,U_IT__L_PT,common_it,top5_churn,586,0.4459511620347798,0.4523809523809524,0.22222222222222224,0.6607142857142857
olmo2_7b,U_IT__L_PT,common_it,top_choice_pt_rate,586,0.295221843003413,173,,
olmo2_7b,U_IT__L_PT,common_it,top_choice_it_rate,586,0.40273037542662116,236,,
olmo2_7b,U_IT__L_PT,common_it,top_choice_other_rate,586,0.30204778156996587,177,,
olmo2_7b,U_IT__L_PT,common_pt,it_vs_pt_margin,586,0.4763750720756453,0.196136474609375,-2.333251953125,4.68359375
olmo2_7b,U_IT__L_PT,common_pt,it_rank,586,100.3481228668942,2.0,1.0,21.0
olmo2_7b,U_IT__L_PT,common_pt,pt_rank,586,18.907849829351537,2.0,1.0,35.0
olmo2_7b,U_IT__L_PT,common_pt,late_kl_mean,586,2.4675372387536836,2.5881898190293993,0.5398733104978288,4.107934879405158
olmo2_7b,U_IT__L_PT,common_pt,remaining_adj_js,586,0.3846483335621219,0.37963799511392915,0.14388562700090307,0.6574923284351826
olmo2_7b,U_IT__L_PT,common_pt,future_top1_flips,586,1.4985779294653017,1.5,0.0,3.0
olmo2_7b,U_IT__L_PT,common_pt,top5_churn,586,0.4454432797009589,0.45634920634920634,0.22222222222222224,0.6541005291005291
olmo2_7b,U_IT__L_PT,common_pt,top_choice_pt_rate,586,0.2901023890784983,170,,
olmo2_7b,U_IT__L_PT,common_pt,top_choice_it_rate,586,0.36860068259385664,216,,
olmo2_7b,U_IT__L_PT,common_pt,top_choice_other_rate,586,0.3412969283276451,200,,
olmo2_7b,U_IT__L_IT,common_it,it_vs_pt_margin,586,3.288460780329265,2.1875,0.15625,10.02734375
olmo2_7b,U_IT__L_IT,common_it,it_rank,586,1.0904436860068258,1.0,1.0,2.0
olmo2_7b,U_IT__L_IT,common_it,pt_rank,586,48.54095563139932,5.0,2.0,80.5
olmo2_7b,U_IT__L_IT,common_it,late_kl_mean,586,2.4222624626188294,2.5281143374741077,0.31150348537734573,4.43671071103641
olmo2_7b,U_IT__L_IT,common_it,remaining_adj_js,586,0.3542767184396371,0.3529761452227831,0.08607037731659754,0.6507550726334254
olmo2_7b,U_IT__L_IT,common_it,future_top1_flips,586,1.3193970420932877,1.1666666666666667,0.0,3.0
olmo2_7b,U_IT__L_IT,common_it,top5_churn,586,0.4148145890893331,0.40277777777777785,0.20634920634920637,0.6309523809523809
olmo2_7b,U_IT__L_IT,common_it,top_choice_pt_rate,586,0.025597269624573378,15,,
olmo2_7b,U_IT__L_IT,common_it,top_choice_it_rate,586,0.9215017064846417,540,,
olmo2_7b,U_IT__L_IT,common_it,top_choice_other_rate,586,0.052901023890784986,31,,
olmo2_7b,U_IT__L_IT,common_pt,it_vs_pt_margin,586,3.0588293466144862,1.96875,-0.09375,9.8046875
olmo2_7b,U_IT__L_IT,common_pt,it_rank,586,1.2901023890784984,1.0,1.0,2.0
olmo2_7b,U_IT__L_IT,common_pt,pt_rank,586,55.496587030716725,4.0,1.25,90.75
olmo2_7b,U_IT__L_IT,common_pt,late_kl_mean,586,2.29356712189633,2.407528106655393,0.272836049752576,4.280496631349836
olmo2_7b,U_IT__L_IT,common_pt,remaining_adj_js,586,0.35214603277217166,0.3511358823937675,0.07873488197037659,0.6359614112103978
olmo2_7b,U_IT__L_IT,common_pt,future_top1_flips,586,1.346985210466439,1.1666666666666667,0.0,3.0
olmo2_7b,U_IT__L_IT,common_pt,top5_churn,586,0.418237716019286,0.41269841269841273,0.19444444444444445,0.6276455026455027
olmo2_7b,U_IT__L_IT,common_pt,top_choice_pt_rate,586,0.04948805460750853,29,,
olmo2_7b,U_IT__L_IT,common_pt,top_choice_it_rate,586,0.8037542662116041,471,,
olmo2_7b,U_IT__L_IT,common_pt,top_choice_other_rate,586,0.14675767918088736,86,,
qwen3_4b,U_PT__L_PT,common_it,it_vs_pt_margin,600,-0.9255729166666666,-1.125,-6.25625,4.631249999999994
qwen3_4b,U_PT__L_PT,common_it,it_rank,600,14.33,4.0,1.0,59.0
qwen3_4b,U_PT__L_PT,common_it,pt_rank,600,1021.605,2.0,1.0,56.09999999999991
qwen3_4b,U_PT__L_PT,common_it,late_kl_mean,600,2.8728287603668687,2.5219000428915024,0.6004678172059358,5.753857548721134
qwen3_4b,U_PT__L_PT,common_it,remaining_adj_js,600,0.5408120353432996,0.5111925413699022,0.18428601869964042,1.0161354601449728
qwen3_4b,U_PT__L_PT,common_it,future_top1_flips,600,1.7138095238095237,1.7142857142857142,0.13571428571428612,3.2857142857142856
qwen3_4b,U_PT__L_PT,common_it,top5_churn,600,0.426259448223734,0.4331065759637188,0.23809523809523814,0.6158446712018139
qwen3_4b,U_PT__L_PT,common_it,top_choice_pt_rate,600,0.425,255,,
qwen3_4b,U_PT__L_PT,common_it,top_choice_it_rate,600,0.14333333333333334,86,,
qwen3_4b,U_PT__L_PT,common_it,top_choice_other_rate,600,0.43166666666666664,259,,
qwen3_4b,U_PT__L_PT,common_pt,it_vs_pt_margin,600,-1.4305208333333332,-0.875,-4.625,0.0
qwen3_4b,U_PT__L_PT,common_pt,it_rank,600,9.581666666666667,3.0,1.0,22.049999999999955
qwen3_4b,U_PT__L_PT,common_pt,pt_rank,600,1.0266666666666666,1.0,1.0,1.0
qwen3_4b,U_PT__L_PT,common_pt,late_kl_mean,600,1.686574834128963,1.4639851339161396,0.3724679716862739,3.6991454435512416
qwen3_4b,U_PT__L_PT,common_pt,remaining_adj_js,600,0.4497639020405067,0.4171719382616824,0.12260738188063312,0.8902842855214006
qwen3_4b,U_PT__L_PT,common_pt,future_top1_flips,600,1.5085714285714285,1.4285714285714286,0.0,3.1499999999999932
qwen3_4b,U_PT__L_PT,common_pt,top5_churn,600,0.4027551020408164,0.40136054421768713,0.2104591836734694,0.5970804988662131
qwen3_4b,U_PT__L_PT,common_pt,top_choice_pt_rate,600,0.9516666666666667,571,,
qwen3_4b,U_PT__L_PT,common_pt,top_choice_it_rate,600,0.023333333333333334,14,,
qwen3_4b,U_PT__L_PT,common_pt,top_choice_other_rate,600,0.025,15,,
qwen3_4b,U_PT__L_IT,common_it,it_vs_pt_margin,600,-0.33653645833333334,-0.25,-4.0,3.25
qwen3_4b,U_PT__L_IT,common_it,it_rank,600,5.068333333333333,2.0,1.0,11.0
qwen3_4b,U_PT__L_IT,common_it,pt_rank,600,81.56,2.0,1.0,7.0
qwen3_4b,U_PT__L_IT,common_it,late_kl_mean,600,1.772677538475664,1.3293077601119876,0.2533318378205877,4.445526485970549
qwen3_4b,U_PT__L_IT,common_it,remaining_adj_js,600,0.38291881232855535,0.36361806262825014,0.08554440384780589,0.7777599284159284
qwen3_4b,U_PT__L_IT,common_it,future_top1_flips,600,1.3207142857142855,1.2857142857142858,0.0,3.0
qwen3_4b,U_PT__L_IT,common_it,top5_churn,600,0.38694822373393806,0.38775510204081637,0.1904761904761905,0.5742630385487528
qwen3_4b,U_PT__L_IT,common_it,top_choice_pt_rate,600,0.4533333333333333,272,,
qwen3_4b,U_PT__L_IT,common_it,top_choice_it_rate,600,0.325,195,,
qwen3_4b,U_PT__L_IT,common_it,top_choice_other_rate,600,0.22166666666666668,133,,
qwen3_4b,U_PT__L_IT,common_pt,it_vs_pt_margin,600,-0.7434375,-0.375,-6.25,3.1312499999999943
qwen3_4b,U_PT__L_IT,common_pt,it_rank,600,16.781666666666666,2.0,1.0,29.049999999999955
qwen3_4b,U_PT__L_IT,common_pt,pt_rank,600,4.755,2.0,1.0,14.049999999999955
qwen3_4b,U_PT__L_IT,common_pt,late_kl_mean,600,1.835278079852765,1.519383292645216,0.20572104990715162,4.507261939719318
qwen3_4b,U_PT__L_IT,common_pt,remaining_adj_js,600,0.4079240448950899,0.3926939176339407,0.08182253473205493,0.7949632323746169
qwen3_4b,U_PT__L_IT,common_pt,future_top1_flips,600,1.2969047619047618,1.1428571428571428,0.0,3.0
qwen3_4b,U_PT__L_IT,common_pt,top5_churn,600,0.3928665910808768,0.39200680272108845,0.1904761904761905,0.581689342403628
qwen3_4b,U_PT__L_IT,common_pt,top_choice_pt_rate,600,0.37166666666666665,223,,
qwen3_4b,U_PT__L_IT,common_pt,top_choice_it_rate,600,0.28,168,,
qwen3_4b,U_PT__L_IT,common_pt,top_choice_other_rate,600,0.34833333333333333,209,,
qwen3_4b,U_IT__L_PT,common_it,it_vs_pt_margin,600,0.95890625,0.375,-4.125,7.631249999999994
qwen3_4b,U_IT__L_PT,common_it,it_rank,600,4.991666666666666,2.0,1.0,19.049999999999955
qwen3_4b,U_IT__L_PT,common_it,pt_rank,600,1240.0883333333334,3.0,1.0,133.5499999999995
qwen3_4b,U_IT__L_PT,common_it,late_kl_mean,600,2.656263470025812,2.391949499025941,0.5766757274046541,5.381878192885779
qwen3_4b,U_IT__L_PT,common_it,remaining_adj_js,600,0.5092311593250121,0.4790232212149671,0.17683818217233888,0.9580398687560643
qwen3_4b,U_IT__L_PT,common_it,future_top1_flips,600,1.621904761904762,1.5714285714285714,0.14285714285714285,3.142857142857143
qwen3_4b,U_IT__L_PT,common_it,top5_churn,600,0.412286470143613,0.413265306122449,0.22448979591836737,0.6016723356009068
qwen3_4b,U_IT__L_PT,common_it,top_choice_pt_rate,600,0.29,174,,
qwen3_4b,U_IT__L_PT,common_it,top_choice_it_rate,600,0.30666666666666664,184,,
qwen3_4b,U_IT__L_PT,common_it,top_choice_other_rate,600,0.4033333333333333,242,,
qwen3_4b,U_IT__L_PT,common_pt,it_vs_pt_margin,600,0.4765625,0.4375,-2.75,3.75
qwen3_4b,U_IT__L_PT,common_pt,it_rank,600,3.0516666666666667,1.0,1.0,10.0
qwen3_4b,U_IT__L_PT,common_pt,pt_rank,600,15.066666666666666,2.0,1.0,14.049999999999955
qwen3_4b,U_IT__L_PT,common_pt,late_kl_mean,600,1.5919074288546107,1.3214648235589266,0.33283995399251587,3.585943706799297
qwen3_4b,U_IT__L_PT,common_pt,remaining_adj_js,600,0.4111397185528799,0.3839516650353159,0.11817623387656308,0.8011119947901792
qwen3_4b,U_IT__L_PT,common_pt,future_top1_flips,600,1.3854761904761903,1.2857142857142858,0.0,3.0
qwen3_4b,U_IT__L_PT,common_pt,top5_churn,600,0.3910298563869993,0.39285714285714285,0.1904761904761905,0.5884353741496599
qwen3_4b,U_IT__L_PT,common_pt,top_choice_pt_rate,600,0.31666666666666665,190,,
qwen3_4b,U_IT__L_PT,common_pt,top_choice_it_rate,600,0.495,297,,
qwen3_4b,U_IT__L_PT,common_pt,top_choice_other_rate,600,0.18833333333333332,113,,
qwen3_4b,U_IT__L_IT,common_it,it_vs_pt_margin,600,3.012057291666667,2.0,0.125,8.315624999999997
qwen3_4b,U_IT__L_IT,common_it,it_rank,600,1.0133333333333334,1.0,1.0,1.0
qwen3_4b,U_IT__L_IT,common_it,pt_rank,600,302.34166666666664,3.0,2.0,52.09999999999991
qwen3_4b,U_IT__L_IT,common_it,late_kl_mean,600,2.0371303977174566,1.4574165530502796,0.24452813067473472,5.713218431174751
qwen3_4b,U_IT__L_IT,common_it,remaining_adj_js,600,0.3856683471635322,0.36457306226449354,0.07101336335534662,0.7530747294425962
qwen3_4b,U_IT__L_IT,common_it,future_top1_flips,600,1.2804761904761903,1.1428571428571428,0.0,3.0
qwen3_4b,U_IT__L_IT,common_it,top5_churn,600,0.3868830309901739,0.38775510204081637,0.1904761904761905,0.5799319727891156
qwen3_4b,U_IT__L_IT,common_it,top_choice_pt_rate,600,0.01,6,,
qwen3_4b,U_IT__L_IT,common_it,top_choice_it_rate,600,0.9716666666666667,583,,
qwen3_4b,U_IT__L_IT,common_it,top_choice_other_rate,600,0.018333333333333333,11,,
qwen3_4b,U_IT__L_IT,common_pt,it_vs_pt_margin,600,2.6446875,2.0,-1.5,8.625
qwen3_4b,U_IT__L_IT,common_pt,it_rank,600,2.368333333333333,1.0,1.0,5.0
qwen3_4b,U_IT__L_IT,common_pt,pt_rank,600,53.035,3.0,1.0,61.049999999999955
qwen3_4b,U_IT__L_IT,common_pt,late_kl_mean,600,2.050594786718164,1.54380523879081,0.18038561461435165,5.674082448103809
qwen3_4b,U_IT__L_IT,common_pt,remaining_adj_js,600,0.3913487872656708,0.3771755821736795,0.06685757634196697,0.7655681260462317
qwen3_4b,U_IT__L_IT,common_pt,future_top1_flips,600,1.2473809523809523,1.1428571428571428,0.0,3.142857142857143
qwen3_4b,U_IT__L_IT,common_pt,top5_churn,600,0.39191704459561605,0.391156462585034,0.189795918367347,0.5742630385487528
qwen3_4b,U_IT__L_IT,common_pt,top_choice_pt_rate,600,0.12833333333333333,77,,
qwen3_4b,U_IT__L_IT,common_pt,top_choice_it_rate,600,0.5883333333333334,353,,
qwen3_4b,U_IT__L_IT,common_pt,top_choice_other_rate,600,0.2833333333333333,170,,
