metric,n_models,n_bootstrap,estimate,ci_low,ci_high
common_it_interaction,5,2000,2.635195989447614,2.5366891779201333,2.739017596247744
common_pt_interaction,5,2000,2.6097186779866712,2.5147576308510886,2.7083278078450443
common_it_minus_common_pt_interaction,5,2000,0.02547731146094216,0.006478190431182075,0.04314817219157852
