model,transition,earlier_stage,later_stage,earlier_repo,later_repo,records,first_diff_events,first_nonformat_events,first_assistant_marker_events,b_mid_it_match_rate,b_late_it_match_rate,b_midlate_it_match_rate,d_mid_pt_match_rate,d_late_pt_match_rate,c_late_margin_mean,b_late_margin_mean,b_midlate_margin_mean,d_late_margin_mean,interaction,interaction_ci_low,interaction_ci_high,late_effect_pt_upstream,late_effect_pt_upstream_ci_low,late_effect_pt_upstream_ci_high,late_effect_later_upstream,late_effect_later_upstream_ci_low,late_effect_later_upstream_ci_high,late_weight_effect,upstream_context_effect,exp23_units,exp23_prompt_clusters,label_swap_p_upper
olmo2_7b_dpo_rlvr,DPO->RLVR,DPO,RLVR,allenai/OLMo-2-1124-7B-DPO,allenai/OLMo-2-1124-7B-Instruct,50,45,28,4,0.3333333333333333,0.17777777777777778,0.4,0.3111111111111111,0.17777777777777778,0.3361545138888889,-0.2613715277777778,-0.054459635416666666,0.228515625,0.06180555555555556,0.026944444444444448,0.10210069444444445,0.15833333333333333,0.07979166666666666,0.2382638888888889,0.22013888888888888,0.11447916666666666,0.35019097222222223,0.1892361111111111,0.7461805555555555,45,45,0.000999000999000999
