level,model,pipeline,side,host_variant,donor_variant,baseline_pipeline,window_name,start_layer,end_layer_exclusive,width,center,region,metric,estimate,ci95_low,ci95_high,n_pairs,n_prompt_clusters,n_models,models
model,olmo2_7b,D_lws_late_front_half_ptswap,pt_swap_into_it,it,pt,C_it_chat,late_front_half,19,26,7,22.0,final_20pct,kl_to_own_final,-0.02643291396542277,-0.03859101451439648,-0.01397367563079972,53221,600,,
model,olmo2_7b,D_lws_late_front_half_ptswap,pt_swap_into_it,it,pt,C_it_chat,late_front_half,19,26,7,22.0,graft_window,kl_to_own_final,-0.21814064208352066,-0.23827245229258223,-0.19767382914794618,53221,600,,
model,olmo2_7b,D_lws_late_full_ptswap,pt_swap_into_it,it,pt,C_it_chat,late_full,19,32,13,25.0,final_20pct,kl_to_own_final,0.08491644428543318,0.06337864176275955,0.1058100871589752,53221,600,,
model,olmo2_7b,D_lws_late_full_ptswap,pt_swap_into_it,it,pt,C_it_chat,late_full,19,32,13,25.0,graft_window,kl_to_own_final,-0.012779505087723396,-0.044824081218063076,0.01966727606685112,53221,600,,
model,olmo2_7b,D_lws_late_terminal_half_ptswap,pt_swap_into_it,it,pt,C_it_chat,late_terminal_half,25,32,7,28.0,final_20pct,kl_to_own_final,0.10502192443463708,0.08416359106344297,0.12362607083500966,53221,600,,
model,olmo2_7b,D_lws_late_terminal_half_ptswap,pt_swap_into_it,it,pt,C_it_chat,late_terminal_half,25,32,7,28.0,graft_window,kl_to_own_final,0.10502192443463708,0.08624619855748054,0.12481651281505877,53221,600,,
model,olmo2_7b,D_lws_prelate_half_ptswap,pt_swap_into_it,it,pt,C_it_chat,prelate_half,12,19,7,15.0,final_20pct,kl_to_own_final,-0.16913270605717876,-0.18387376606682124,-0.15400352394834035,53221,600,,
model,olmo2_7b,D_lws_prelate_half_ptswap,pt_swap_into_it,it,pt,C_it_chat,prelate_half,12,19,7,15.0,graft_window,kl_to_own_final,-0.2553320910872541,-0.2926083107453208,-0.21954321177514416,53221,600,,
model,olmo2_7b,D_lws_terminal_quarter_ptswap,pt_swap_into_it,it,pt,C_it_chat,terminal_quarter,28,32,4,29.5,final_20pct,kl_to_own_final,0.13810949357694008,0.11758027270813919,0.1567202868437696,53221,600,,
model,olmo2_7b,D_lws_terminal_quarter_ptswap,pt_swap_into_it,it,pt,C_it_chat,terminal_quarter,28,32,4,29.5,graft_window,kl_to_own_final,0.031478584057567295,0.018388871118905734,0.04376169821935218,53221,600,,
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,late_center_half,,,,,final_20pct,kl_to_own_final,0.02214481167119175,-0.0028997700592230113,0.04677130836795047,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,late_center_half,,,,,graft_window,kl_to_own_final,0.09393487360600146,0.05422936277020117,0.12845502708319792,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,late_center_half,,,,,final_20pct,kl_to_own_final,-0.35178896865816733,-0.5408998361669533,-0.16130147887670815,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,late_center_half,,,,,graft_window,kl_to_own_final,-0.7006899943354749,-1.0363186874643942,-0.36506130120655567,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,late_front_half,,,,,final_20pct,kl_to_own_final,0.008264746020135268,-0.019626982235832705,0.03714019844424363,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,late_front_half,,,,,graft_window,kl_to_own_final,0.14246253016569577,0.08974148230179997,0.19518357802959158,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,late_front_half,,,,,final_20pct,kl_to_own_final,-0.35191753717183916,-0.568464192306513,-0.1401838765907403,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,late_front_half,,,,,graft_window,kl_to_own_final,-1.3207872944684282,-2.4169322886015334,-0.4176517434970791,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,late_full,,,,,final_20pct,kl_to_own_final,0.07007777843402827,-0.04764240613952178,0.1885326572873769,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,late_full,,,,,graft_window,kl_to_own_final,0.3647347337842636,0.10797120012377452,0.628987278963644,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,late_full,,,,,final_20pct,kl_to_own_final,-0.6253677074669327,-1.0755607758487487,-0.2010263640562316,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,late_full,,,,,graft_window,kl_to_own_final,-1.604592178404992,-2.710345271311781,-0.47155290252414356,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,late_terminal_half,,,,,final_20pct,kl_to_own_final,0.05034803045818235,-0.05252688556306717,0.1639538634490968,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,late_terminal_half,,,,,graft_window,kl_to_own_final,0.03999862956017528,-0.06289444742736265,0.13252414468341772,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,late_terminal_half,,,,,final_20pct,kl_to_own_final,-0.44288959418857665,-0.7852856169277447,-0.11641196493254094,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,late_terminal_half,,,,,graft_window,kl_to_own_final,-0.40325717098196634,-0.6940238971587973,-0.09592158755573911,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,prelate_half,,,,,final_20pct,kl_to_own_final,-0.0009194287783783842,-0.039117408574937916,0.029598296329894247,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,prelate_half,,,,,graft_window,kl_to_own_final,0.06855035530258577,-0.06589200997223406,0.21362988410430628,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,prelate_half,,,,,final_20pct,kl_to_own_final,-0.3837236969655965,-0.6010670156589011,-0.18022298213176727,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,prelate_half,,,,,graft_window,kl_to_own_final,-2.674308927159479,-6.222959206036838,-0.25239551975459446,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,terminal_quarter,,,,,final_20pct,kl_to_own_final,0.03280885258547274,-0.061948841160287815,0.14838003275946135,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,it_graft_into_pt,pt,it,A_prime_raw,terminal_quarter,,,,,graft_window,kl_to_own_final,-0.012300405657421836,-0.07552018553470308,0.05784119465367865,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,terminal_quarter,,,,,final_20pct,kl_to_own_final,-0.34723422878325977,-0.6637417688055643,-0.03046800533976019,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
dense5_model_mean,dense5,,pt_swap_into_it,it,pt,C_it_chat,terminal_quarter,,,,,graft_window,kl_to_own_final,-0.13396681042412534,-0.24400280645161415,-0.023930814396636507,299927,3000,5,"gemma3_4b,qwen3_4b,llama31_8b,mistral_7b,olmo2_7b"
