model,result_root,layers,dict_config,n_rank_events,n_mediation_records,ve_pt_min,ve_it_min,effective_l0_mean,alive_fraction_min,alive_fraction_max,interaction_full,causal_top200_interaction_drop,causal_top200_ci_low,causal_top200_ci_high,causal_top200_mediation_fraction,causal_top200_fraction_ci_low,causal_top200_fraction_ci_high,causal_matched_random200_drop_mean,causal_matched_random200_drop_ci_low,causal_matched_random200_drop_ci_high,causal_matched_random200_mediation_fraction_mean,position_ge_3_mediation_fraction,layer_first_score_mass,layer_second_score_mass,final_layer_score_mass,quality_gate,paper_gate,missing_reason
llama31_8b,results/exp30_final_readout_crosscoder_mediation/exp30_l31_paperfaithful_runpod_20260502_012105_a100x8/selected_d131072_k64,29 30 31,d131072_k64,160,9240,0.7913345545530319,0.7743606418371201,64.0,0.03318023681640625,0.09642791748046875,1.2356660582802512,0.5987082741477273,0.46879960493607953,0.7329341264204545,0.19925337919760797,0.031798846413174375,0.3665125834783198,-0.2094970703125,-0.2551318544330019,-0.16520885120738638,-0.14207844800709468,0.1769634558091123,0.10927405830410443,0.3389806500271818,0.5517452916687137,pass,pass,
qwen3_4b,results/exp34_dense5_final_readout_crosscoder/exp34_qwen3_4b_full_tmp_20260502_1154/qwen3_4b/selected_d81920_k64,33 34 35,d81920_k64,160,9240,0.7370793521404266,0.705898255109787,64.0,0.11016845703125,0.16195069253444672,1.5167258522727274,0.2682883522727273,0.22030539772727273,0.31748046874999997,0.12554921709656033,0.05012071974526846,0.19771645331169704,-0.013612689393939392,-0.03817234848484848,0.010640980113636353,-0.01612976208841551,0.07698839209653426,0.34475154700882416,0.1770428328495788,0.47820562014159723,fail,fail,
mistral_7b,results/exp34_dense5_final_readout_crosscoder/exp34_mistral_7b_full_20260502_1124/mistral_7b/selected_d131072_k64,29 30 31,d131072_k64,160,9177,0.8077437281608582,0.7855433374643326,64.0,0.04044342041015625,0.08899688720703125,2.6249284897025174,0.6844608123569794,0.5998176487414187,0.7637076301487414,0.33608242964839613,0.26225942945720937,0.4179923876693479,-0.09979262013729977,-0.15868760726544623,-0.04419217200610224,-0.08924957551099251,0.45090154575189917,0.14539773056109476,0.1647249990488032,0.6898772703901016,pass,pass,
olmo2_7b,results/exp34_dense5_final_readout_crosscoder/exp34_olmo2_7b_full_20260502_1129/olmo2_7b/selected_d131072_k64,29 30 31,d131072_k64,157,9009,0.7926208823919296,0.68796306848526,64.0,0.11859893798828125,0.20186614990234375,2.067014734228174,0.49727241142646417,0.4227509611970061,0.5814399061225233,0.5540139975270385,0.08262605331847368,1.035108618629628,-0.05760393239030934,-0.09658256595970217,-0.004951754483309674,0.5803254446123377,0.8670515743813764,0.2050990883351882,0.3092710412801309,0.485629870384681,fail,fail,
Dense-4 available-family mean,summary,,,637,36666,0.7821946293115616,0.7384413257241249,64.0,0.07559776306152344,0.13731041178107262,1.8610837836209173,0.5121824625509745,0.3508933327414773,0.6415845432523534,0.3037247558674008,0.16240129814708415,0.4653238429446809,-0.09512657805851213,-0.17152378583195235,-0.03515767207977949,0.08321691475145875,0.3929762420097305,0.20113060605230287,0.2475048808014237,0.5513645131462734,2/4 pass,2/4 pass,
family median,summary,,,637,36666,0.7919777184724808,0.7401294484734535,64.0,0.07530593872070312,0.12918930500745773,1.7918702932504509,0.5479903427870958,0.3508933327414773,0.6415845432523534,0.26766790442300203,0.16240129814708415,0.4653238429446809,-0.07869827626380455,-0.17152378583195235,-0.03515767207977949,-0.052689668799704006,0.3139325007805057,0.17524840944814146,0.24315693706485486,0.5186875810266973,2/4 pass,2/4 pass,
trimmed mean,summary,,,637,36666,0.7821946293115616,0.7384413257241249,64.0,0.07559776306152344,0.13731041178107262,1.8610837836209175,0.5121824625509745,0.3508933327414773,0.6415845432523534,0.3037247558674008,0.16240129814708415,0.4653238429446809,-0.09512657805851212,-0.17152378583195235,-0.03515767207977949,0.08321691475145876,0.3929762420097305,0.20113060605230287,0.24750488080142366,0.5513645131462733,2/4 pass,2/4 pass,
