mode,model,event_kind,effect,metric,n,mean,ci_low,ci_high
native,llama31_8b,first_nonformat_diff,pure_IT_minus_PT:margin_writein_it_vs_pt,margin_writein_it_vs_pt,476,1.9137439279098836,1.8569726520798,1.9698763593739053
native,llama31_8b,first_nonformat_diff,B_late_minus_A:margin_writein_it_vs_pt,margin_writein_it_vs_pt,476,-0.0650445650624859,-0.07514185118461877,-0.055169451553747785
native,llama31_8b,first_nonformat_diff,C_minus_D_late:margin_writein_it_vs_pt,margin_writein_it_vs_pt,476,0.46501008135585065,0.438727163384249,0.49097477457842476
native,llama31_8b,first_nonformat_diff,B_midlate_minus_B_mid:margin_writein_it_vs_pt,margin_writein_it_vs_pt,476,-0.06278193600442075,-0.0720233804167025,-0.05367556065068123
native,llama31_8b,first_nonformat_diff,D_midlate_minus_D_mid:margin_writein_it_vs_pt,margin_writein_it_vs_pt,476,-0.2889408234906586,-0.30484425116706043,-0.2734594750615426
native,llama31_8b,first_nonformat_diff,late_weight_effect:opposition_support_it_token,opposition_support_it_token,476,1.4665275908472001e-05,-9.076000454955396e-05,0.0001223020560487999
native,llama31_8b,first_nonformat_diff,upstream_context_effect:opposition_support_it_token,opposition_support_it_token,476,-6.921998506295117e-05,-0.00018131921513929588,4.9135622519665004e-05
native,llama31_8b,first_nonformat_diff,late_interaction:opposition_support_it_token,opposition_support_it_token,476,1.2144350050030466e-06,-0.00020068043056675595,0.00021244299284386558
native,llama31_8b,first_nonformat_diff,pure_IT_minus_PT:opposition_support_it_token,opposition_support_it_token,476,-5.455470915447918e-05,-0.00020448215439453307,8.975562826762217e-05
native,llama31_8b,first_nonformat_diff,B_late_minus_A:opposition_support_it_token,opposition_support_it_token,476,1.4058058405970496e-05,-0.00010241461874412659,0.00012813046906906783
native,llama31_8b,first_nonformat_diff,C_minus_D_late:opposition_support_it_token,opposition_support_it_token,476,1.5272493410973536e-05,-0.00015007964857332,0.0001905234532976195
native,llama31_8b,first_nonformat_diff,B_midlate_minus_B_mid:opposition_support_it_token,opposition_support_it_token,476,-4.409930988443074e-05,-0.00016005878633522724,7.269336982270781e-05
native,llama31_8b,first_nonformat_diff,D_midlate_minus_D_mid:opposition_support_it_token,opposition_support_it_token,476,5.363051207048632e-05,-0.00011144981038670579,0.00023811522584695077
native,llama31_8b,first_nonformat_diff,late_weight_effect:opposition_support_pt_token,opposition_support_pt_token,476,8.439355419675381e-05,-2.284444619930978e-05,0.00018953547334995614
native,llama31_8b,first_nonformat_diff,upstream_context_effect:opposition_support_pt_token,opposition_support_pt_token,476,-0.0001044700394186499,-0.000213833205126775,7.881091395302603e-06
native,llama31_8b,first_nonformat_diff,late_interaction:opposition_support_pt_token,opposition_support_pt_token,476,6.0148983856671514e-05,-0.00016757872951371714,0.0002682343032933487
native,llama31_8b,first_nonformat_diff,pure_IT_minus_PT:opposition_support_pt_token,opposition_support_pt_token,476,-2.0076485221896095e-05,-0.00015873632682144218,0.0001271822129189004
native,llama31_8b,first_nonformat_diff,B_late_minus_A:opposition_support_pt_token,opposition_support_pt_token,476,5.4319062268418035e-05,-9.962625647446532e-05,0.00020082140607493258
native,llama31_8b,first_nonformat_diff,C_minus_D_late:opposition_support_pt_token,opposition_support_pt_token,476,0.00011446804612508958,-3.264169533795399e-05,0.00026055657917076175
native,llama31_8b,first_nonformat_diff,B_midlate_minus_B_mid:opposition_support_pt_token,opposition_support_pt_token,476,-7.894213305956021e-05,-0.0002316317267585895,6.896754041670491e-05
native,llama31_8b,first_nonformat_diff,D_midlate_minus_D_mid:opposition_support_pt_token,opposition_support_pt_token,476,8.443262820561319e-05,-5.804730239718594e-05,0.0002428156265937171
native,llama31_8b,first_nonformat_diff,late_weight_effect:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,476,-6.97282782882818e-05,-0.0001703250924162639,4.0327317476315916e-05
native,llama31_8b,first_nonformat_diff,upstream_context_effect:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,476,3.5250054355698703e-05,-6.850867793469674e-05,0.00013681338459154576
native,llama31_8b,first_nonformat_diff,late_interaction:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,476,-5.893454885166849e-05,-0.00028034489735498613,0.00016479871573520227
native,llama31_8b,first_nonformat_diff,pure_IT_minus_PT:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,476,-3.447822393258312e-05,-0.00017285648451632814,0.00011264817926457177
native,llama31_8b,first_nonformat_diff,B_late_minus_A:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,476,-4.026100386244756e-05,-0.00018031933310585555,0.00010129779218452233
native,llama31_8b,first_nonformat_diff,C_minus_D_late:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,476,-9.919555271411605e-05,-0.00027897678939932646,6.601291735137011e-05
native,llama31_8b,first_nonformat_diff,B_midlate_minus_B_mid:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,476,3.4842823175129484e-05,-9.084071268092143e-05,0.0001637988383674051
native,llama31_8b,first_nonformat_diff,D_midlate_minus_D_mid:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,476,-3.080211613512685e-05,-0.0001965626446336373,0.00013182062406451677
native,llama31_8b,first_nonformat_diff,late_weight_effect:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,476,0.1472177699108325,0.13475099270841262,0.1609048467688593
native,llama31_8b,first_nonformat_diff,upstream_context_effect:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,476,1.5883999021360249,1.5365433476757535,1.6375108092557038
native,llama31_8b,first_nonformat_diff,late_interaction:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,476,0.41215330962050745,0.39064163402557905,0.4356214399986226
native,llama31_8b,first_nonformat_diff,pure_IT_minus_PT:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,476,1.735617672046857,1.679211916482773,1.7960449247526484
native,llama31_8b,first_nonformat_diff,B_late_minus_A:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,476,-0.05885888489942129,-0.06881204398460902,-0.04915625647037894
native,llama31_8b,first_nonformat_diff,C_minus_D_late:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,476,0.3532944247210862,0.3307443755960878,0.37562134407226505
native,llama31_8b,first_nonformat_diff,B_midlate_minus_B_mid:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,476,-0.05683159285646989,-0.06520635424649587,-0.04826594188908126
native,llama31_8b,first_nonformat_diff,D_midlate_minus_D_mid:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,476,-0.23302207712828152,-0.24682238287423058,-0.21902973601081652
native,llama31_8b,first_nonformat_diff,late_weight_effect:target_vs_alt_margin,target_vs_alt_margin,476,0.1384572449630896,0.12077189254912812,0.15584565549937174
native,llama31_8b,first_nonformat_diff,upstream_context_effect:target_vs_alt_margin,target_vs_alt_margin,476,0.8421925522025818,0.8052088192067667,0.8780904133872832
native,llama31_8b,first_nonformat_diff,late_interaction:target_vs_alt_margin,target_vs_alt_margin,476,0.20625680951568953,0.16787378980747455,0.24372247847068018
native,llama31_8b,first_nonformat_diff,pure_IT_minus_PT:target_vs_alt_margin,target_vs_alt_margin,476,0.9806497971656712,0.9341934017370002,1.027485744522664
native,llama31_8b,first_nonformat_diff,B_late_minus_A:target_vs_alt_margin,target_vs_alt_margin,476,0.035328840205244814,0.01446725695573983,0.055570929090347325
native,llama31_8b,first_nonformat_diff,C_minus_D_late:target_vs_alt_margin,target_vs_alt_margin,476,0.24158564972093433,0.20950126045145717,0.27169984967683203
native,llama31_8b,first_nonformat_diff,B_midlate_minus_B_mid:target_vs_alt_margin,target_vs_alt_margin,476,0.07839672470822903,0.05588506470079779,0.10097471066480279
native,llama31_8b,first_nonformat_diff,D_midlate_minus_D_mid:target_vs_alt_margin,target_vs_alt_margin,476,-0.07665929625746351,-0.09445508976845624,-0.05878400378667285
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:delta_cosine_mlp,delta_cosine_mlp,145,-0.0011015303476172588,-0.0019790168599807963,-0.000140634687158556
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:delta_cosine_mlp,delta_cosine_mlp,145,-0.08675844893057087,-0.09322491146539633,-0.0801185670872364
native,llama31_8b,first_assistant_marker_diff,late_interaction:delta_cosine_mlp,delta_cosine_mlp,145,0.005485414780320635,0.004093803225939883,0.006867989709406883
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:delta_cosine_mlp,delta_cosine_mlp,145,-0.08785997927818812,-0.09423170377639312,-0.08096643962262481
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:delta_cosine_mlp,delta_cosine_mlp,145,-0.003844237737777576,-0.004936920881792606,-0.0026452930296545205
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:delta_cosine_mlp,delta_cosine_mlp,145,0.0016411770425430584,0.0005021483733890647,0.0028008678197133175
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:delta_cosine_mlp,delta_cosine_mlp,145,0.001521009025695074,0.0007851893779425195,0.002250916114041768
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:delta_cosine_mlp,delta_cosine_mlp,145,-0.0028018424428248438,-0.0033725729651578685,-0.0022374937011346487
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:negative_parallel_norm,negative_parallel_norm,145,-0.06953352521607337,-0.08656849465653407,-0.05340934296858229
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:negative_parallel_norm,negative_parallel_norm,145,-0.029243445536672727,-0.09153047904006115,0.033851825749521246
native,llama31_8b,first_assistant_marker_diff,late_interaction:negative_parallel_norm,negative_parallel_norm,145,0.24659285339304232,0.21540891211887261,0.2757766881794238
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:negative_parallel_norm,negative_parallel_norm,145,-0.09877697075274612,-0.16502711964394493,-0.028779367926453893
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:negative_parallel_norm,negative_parallel_norm,145,-0.19282995191259453,-0.21243591853207475,-0.17289038710460744
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:negative_parallel_norm,negative_parallel_norm,145,0.05376290148044779,0.03102347096622291,0.07856976806199095
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:negative_parallel_norm,negative_parallel_norm,145,-0.14198539957443662,-0.16027725008783852,-0.1238162939961776
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:negative_parallel_norm,negative_parallel_norm,145,0.005498643908081498,-0.008978144233275606,0.021267719047155773
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:support_it_token,support_it_token,145,0.182329352387778,0.16765828469782992,0.19737965745648825
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:support_it_token,support_it_token,145,1.230826957102875,1.1767533258313623,1.2847971996978735
native,llama31_8b,first_assistant_marker_diff,late_interaction:support_it_token,support_it_token,145,0.45718306554012017,0.4231506768992512,0.4873765544841357
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:support_it_token,support_it_token,145,1.413156309490653,1.353841341958438,1.4739539200200917
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:support_it_token,support_it_token,145,-0.0462621803822821,-0.05985895688203349,-0.03133898429592346
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:support_it_token,support_it_token,145,0.4109208851578381,0.38327049938235586,0.43779264498077114
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:support_it_token,support_it_token,145,-0.044280238635343964,-0.05618851894922851,-0.03080349898207885
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:support_it_token,support_it_token,145,-0.1661643627942083,-0.18083952369459905,-0.15294906106389647
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:support_pt_token,support_pt_token,145,-0.12420103656281209,-0.14456667273510398,-0.10279507488708955
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:support_pt_token,support_pt_token,145,-0.7535053248944587,-0.8190748611848989,-0.6885715528651184
native,llama31_8b,first_assistant_marker_diff,late_interaction:support_pt_token,support_pt_token,145,-0.2400644133593739,-0.27771034603893996,-0.20124432523406316
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:support_pt_token,support_pt_token,145,-0.8777063614572707,-0.9467996078820538,-0.8017588797160263
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:support_pt_token,support_pt_token,145,-0.004168829883125164,-0.013388970563044916,0.005432644244925715
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:support_pt_token,support_pt_token,145,-0.24423324324249904,-0.28238979780626555,-0.20413935127186364
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:support_pt_token,support_pt_token,145,-0.0007780574519058727,-0.009566311981301727,0.008637218931072253
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:support_pt_token,support_pt_token,145,0.15685579379136114,0.13419868838704077,0.17782350229252553
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:support_pipeline_token,support_pipeline_token,145,0.23185132644299802,0.200276814083759,0.26603307674680915
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:support_pipeline_token,support_pipeline_token,145,0.9652687901962023,0.9073250375097167,1.0244013425795762
native,llama31_8b,first_assistant_marker_diff,late_interaction:support_pipeline_token,support_pipeline_token,145,0.2771840300025611,0.21813518814782093,0.3365034996188525
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:support_pipeline_token,support_pipeline_token,145,1.1971201166392005,1.13461663226807,1.2647513164382236
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:support_pipeline_token,support_pipeline_token,145,0.09325931144171748,0.05277514134975896,0.13833176845146108
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:support_pipeline_token,support_pipeline_token,145,0.3704433414442786,0.3278979332102784,0.41126488335549194
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:support_pipeline_token,support_pipeline_token,145,0.1636308172811564,0.12146112765059548,0.208161154615468
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:support_pipeline_token,support_pipeline_token,145,-0.13742656264286143,-0.17819208882650264,-0.10075949263094434
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:alt_top10_delta,alt_top10_delta,145,0.021958979194297082,0.008630553713527849,0.035277047154757955
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:alt_top10_delta,alt_top10_delta,145,-0.10324244653514589,-0.1539738439261439,-0.052431324602122076
native,llama31_8b,first_assistant_marker_diff,late_interaction:alt_top10_delta,alt_top10_delta,145,0.004852971651193627,-0.02143035840102785,0.0310205052221485
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:alt_top10_delta,alt_top10_delta,145,-0.0812834673408488,-0.13674809350132627,-0.025352614182692315
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:alt_top10_delta,alt_top10_delta,145,0.019532493368700273,0.00817212367374006,0.03111380968169761
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:alt_top10_delta,alt_top10_delta,145,0.024385465019893898,0.00030883983338859575,0.046913479670921715
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:alt_top10_delta,alt_top10_delta,145,0.015870358090185673,0.005598599137931031,0.025995316644562325
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:alt_top10_delta,alt_top10_delta,145,-0.07197115384615384,-0.08902066064323608,-0.05588807609416446
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:productive_opposition_rate,productive_opposition_rate,145,-0.016180371352785147,-0.025994694960212197,-0.006624668435013297
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:productive_opposition_rate,productive_opposition_rate,145,0.3816976127320955,0.35251326259946947,0.4116777188328912
native,llama31_8b,first_assistant_marker_diff,late_interaction:productive_opposition_rate,productive_opposition_rate,145,0.01644562334217507,-0.003713527851458882,0.0376657824933687
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:productive_opposition_rate,productive_opposition_rate,145,0.36551724137931035,0.3305039787798409,0.4
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:productive_opposition_rate,productive_opposition_rate,145,-0.024403183023872677,-0.03395225464190982,-0.014323607427055707
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:productive_opposition_rate,productive_opposition_rate,145,-0.007957559681697613,-0.02652519893899204,0.009018567639257298
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:productive_opposition_rate,productive_opposition_rate,145,-0.01750663129973475,-0.025994694960212204,-0.008488063660477455
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:productive_opposition_rate,productive_opposition_rate,145,0.0116710875331565,0.0026525198938992076,0.020689655172413793
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:margin_writein_it_vs_pt,margin_writein_it_vs_pt,145,0.30653038895059015,0.2832363881229544,0.32918253565370165
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:margin_writein_it_vs_pt,margin_writein_it_vs_pt,145,1.9843322819973332,1.892989110142111,2.0772135620628447
native,llama31_8b,first_assistant_marker_diff,late_interaction:margin_writein_it_vs_pt,margin_writein_it_vs_pt,145,0.6972474788994941,0.6432418284323117,0.7537453524311832
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:margin_writein_it_vs_pt,margin_writein_it_vs_pt,145,2.2908626709479236,2.1913552913543044,2.3973535827354624
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:margin_writein_it_vs_pt,margin_writein_it_vs_pt,145,-0.042093350499156926,-0.05762941356866918,-0.02683907135589844
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:margin_writein_it_vs_pt,margin_writein_it_vs_pt,145,0.6551541284003372,0.6088894341020432,0.7042021371853053
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:margin_writein_it_vs_pt,margin_writein_it_vs_pt,145,-0.043502181183438085,-0.05690100484604229,-0.030387520165002322
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:margin_writein_it_vs_pt,margin_writein_it_vs_pt,145,-0.32302015658556943,-0.34592711289598554,-0.299463382664307
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:opposition_support_it_token,opposition_support_it_token,145,-6.503825636694224e-05,-0.0002669506244341638,0.0001329642974966717
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:opposition_support_it_token,opposition_support_it_token,145,-8.603981066129567e-05,-0.0002828071799020552,0.00010335536263586653
native,llama31_8b,first_assistant_marker_diff,late_interaction:opposition_support_it_token,opposition_support_it_token,145,4.94011675331257e-05,-0.0003368005047821556,0.00044991005221949965
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:opposition_support_it_token,opposition_support_it_token,145,-0.00015107806702823788,-0.00044707329780732923,0.0001480570820898844
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:opposition_support_it_token,opposition_support_it_token,145,-8.973884013350508e-05,-0.00027227904341265124,8.882430547586478e-05
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:opposition_support_it_token,opposition_support_it_token,145,-4.033767260037934e-05,-0.0003868961269011232,0.00034432788268324546
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:opposition_support_it_token,opposition_support_it_token,145,-1.591568916482699e-05,-0.0002133964353910492,0.0001676607199151572
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:opposition_support_it_token,opposition_support_it_token,145,0.00010446136130578323,-0.0001777135867338914,0.0003918639196957448
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:opposition_support_pt_token,opposition_support_pt_token,145,-1.0922806095381334e-05,-0.0002038459981290194,0.00017773815037914844
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:opposition_support_pt_token,opposition_support_pt_token,145,-2.523081806989818e-05,-0.00023180703308917484,0.0001735933615630908
native,llama31_8b,first_assistant_marker_diff,late_interaction:opposition_support_pt_token,opposition_support_pt_token,145,0.00013274448857067116,-0.0002582004706842197,0.0005195611886265104
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:opposition_support_pt_token,opposition_support_pt_token,145,-3.61536241652795e-05,-0.00033282269276579745,0.00023485939663190082
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:opposition_support_pt_token,opposition_support_pt_token,145,-7.729505038071689e-05,-0.00031630752415492616,0.00014505014337342354
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:opposition_support_pt_token,opposition_support_pt_token,145,5.544943818995426e-05,-0.00025764518256845144,0.00035108319604744615
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:opposition_support_pt_token,opposition_support_pt_token,145,-0.00014112308739983436,-0.0003680574190395264,8.111511759795926e-05
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:opposition_support_pt_token,opposition_support_pt_token,145,4.680861844940443e-07,-0.00019169126091332273,0.00020517389717405608
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,145,-5.411545027156092e-05,-0.0002944809114881631,0.00018051123646747527
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,145,-6.080899259139753e-05,-0.0003080389052827099,0.0001700852997106962
native,llama31_8b,first_assistant_marker_diff,late_interaction:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,145,-8.334332103754546e-05,-0.0005830762819918144,0.0003929498809481171
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,145,-0.00011492444286295841,-0.0004141800755768303,0.00021749695590067182
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,145,-1.2443789752788195e-05,-0.00028658562653576983,0.0002495627688239044
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,145,-9.578711079033366e-05,-0.0004949223747185433,0.00029737130864782734
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,145,0.00012520739823500737,-0.00014572676122979076,0.0003814294531111376
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:opposition_margin_it_vs_pt,opposition_margin_it_vs_pt,145,0.00010399327512128916,-0.00021112951679792586,0.00041148777744814307
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,145,0.26152769363132017,0.23954120465141757,0.2825998175701013
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,145,1.898241463738348,1.8106084356427847,1.9888899126144952
native,llama31_8b,first_assistant_marker_diff,late_interaction:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,145,0.5898464920508134,0.5413082673245502,0.6396340471266988
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,145,2.1597691573696682,2.0606636909438936,2.2552570874066116
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,145,-0.03339555239408654,-0.048470495365737915,-0.018084075947240284
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,145,0.5564509396567269,0.513392770852528,0.5980322712701338
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,145,-0.03469063777189989,-0.04682927458391424,-0.020828051906998032
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:remainder_margin_it_vs_pt,remainder_margin_it_vs_pt,145,-0.2869718366339605,-0.309318255517701,-0.2658452657106226
native,llama31_8b,first_assistant_marker_diff,late_weight_effect:target_vs_alt_margin,target_vs_alt_margin,145,0.20989234724870098,0.17452485067762968,0.2478215093831643
native,llama31_8b,first_assistant_marker_diff,upstream_context_effect:target_vs_alt_margin,target_vs_alt_margin,145,1.0685112367313483,0.9959554768600738,1.1419493303062587
native,llama31_8b,first_assistant_marker_diff,late_interaction:target_vs_alt_margin,target_vs_alt_margin,145,0.2723310583513675,0.21058044481621338,0.3341583448616832
native,llama31_8b,first_assistant_marker_diff,pure_IT_minus_PT:target_vs_alt_margin,target_vs_alt_margin,145,1.2784035839800492,1.1916353028391338,1.3668225032357544
native,llama31_8b,first_assistant_marker_diff,B_late_minus_A:target_vs_alt_margin,target_vs_alt_margin,145,0.07372681807301722,0.028611277906663853,0.12165662462163504
native,llama31_8b,first_assistant_marker_diff,C_minus_D_late:target_vs_alt_margin,target_vs_alt_margin,145,0.34605787642438474,0.29795867028405565,0.3930325607525417
native,llama31_8b,first_assistant_marker_diff,B_midlate_minus_B_mid:target_vs_alt_margin,target_vs_alt_margin,145,0.14776045919097072,0.104536182233209,0.19303990552722616
native,llama31_8b,first_assistant_marker_diff,D_midlate_minus_D_mid:target_vs_alt_margin,target_vs_alt_margin,145,-0.06545540879670757,-0.10404176725964963,-0.026208780219566
native,mistral_7b,first_diff,late_weight_effect:delta_cosine_mlp,delta_cosine_mlp,600,-0.007390572924610191,-0.007697266264806295,-0.007093644021349834
native,mistral_7b,first_diff,upstream_context_effect:delta_cosine_mlp,delta_cosine_mlp,600,-0.11895442773943965,-0.12221983464722218,-0.11587911603848922
native,mistral_7b,first_diff,late_interaction:delta_cosine_mlp,delta_cosine_mlp,600,0.010697232714230313,0.010079340723879376,0.011355646042510693
native,mistral_7b,first_diff,pure_IT_minus_PT:delta_cosine_mlp,delta_cosine_mlp,600,-0.12634500066404986,-0.1294882017031117,-0.1232210657131692
native,mistral_7b,first_diff,B_late_minus_A:delta_cosine_mlp,delta_cosine_mlp,600,-0.012739189281725348,-0.013100230219603803,-0.012363552737988543
native,mistral_7b,first_diff,C_minus_D_late:delta_cosine_mlp,delta_cosine_mlp,600,-0.002041956567495034,-0.002522845266414478,-0.0015306831012100869
native,mistral_7b,first_diff,B_midlate_minus_B_mid:delta_cosine_mlp,delta_cosine_mlp,600,-0.008595006914558606,-0.008872625805874869,-0.008317992457902084
native,mistral_7b,first_diff,D_midlate_minus_D_mid:delta_cosine_mlp,delta_cosine_mlp,600,0.007897720072696058,0.007583610735137392,0.008248993545930344
native,mistral_7b,first_diff,late_weight_effect:negative_parallel_norm,negative_parallel_norm,600,0.0034791204124189515,-0.00013610218601085955,0.007071628722710393
native,mistral_7b,first_diff,upstream_context_effect:negative_parallel_norm,negative_parallel_norm,600,0.49367747587176664,0.47773933584106454,0.5095790761630863
native,mistral_7b,first_diff,late_interaction:negative_parallel_norm,negative_parallel_norm,600,-0.023603585353027354,-0.030842297863350906,-0.016906973217406602
native,mistral_7b,first_diff,pure_IT_minus_PT:negative_parallel_norm,negative_parallel_norm,600,0.49715659628418557,0.4796653897521716,0.5140990808905936
native,mistral_7b,first_diff,B_late_minus_A:negative_parallel_norm,negative_parallel_norm,600,0.015280913088932629,0.012243295568235064,0.018446848470778397
native,mistral_7b,first_diff,C_minus_D_late:negative_parallel_norm,negative_parallel_norm,600,-0.008322672264094725,-0.014610633260778194,-0.0016944429074427564
native,mistral_7b,first_diff,B_midlate_minus_B_mid:negative_parallel_norm,negative_parallel_norm,600,0.029626997413656563,0.026028650740913144,0.03314048066483515
native,mistral_7b,first_diff,D_midlate_minus_D_mid:negative_parallel_norm,negative_parallel_norm,600,-0.00911103449474374,-0.013932668776065558,-0.0042104342075149495
native,mistral_7b,first_diff,late_weight_effect:support_it_token,support_it_token,600,0.1096775281916444,0.10199433972520563,0.1173443749331845
native,mistral_7b,first_diff,upstream_context_effect:support_it_token,support_it_token,600,0.56972741892227,0.5504550919596655,0.5885302951134598
