mode,pool,condition,pt_token_fraction,it_token_fraction,other_token_fraction,missing_token_fraction,pt_winner_fraction,it_winner_fraction,other_winner_fraction,early_it_minus_pt_margin_delta,early_it_logit_delta,early_pt_logit_delta,mid_policy_it_minus_pt_margin_delta,mid_policy_it_logit_delta,mid_policy_pt_logit_delta,late_reconciliation_it_minus_pt_margin_delta,late_reconciliation_it_logit_delta,late_reconciliation_pt_logit_delta,exp11_early_it_minus_pt_margin_delta,exp11_early_it_logit_delta,exp11_early_pt_logit_delta,exp11_mid_it_minus_pt_margin_delta,exp11_mid_it_logit_delta,exp11_mid_pt_logit_delta,exp11_late_it_minus_pt_margin_delta,exp11_late_it_logit_delta,exp11_late_pt_logit_delta,y_it_first_top1_layer,y_it_first_top5_layer,y_it_first_top20_layer,y_pt_first_top1_layer,y_pt_first_top5_layer,y_pt_first_top20_layer
native,deepseek_only,D_mid_ptswap,0.02,0.4216666666666667,0.5583333333333333,0.0,0.125,0.5983333333333334,0.27666666666666667,0.606962661743164,2.2021099853515627,1.5951473236083984,2.0128239440917968,7.409157053629557,5.3963331095377605,7.130177485148112,22.63058049519857,15.500403010050455,1.6887107340494791,3.889826456705729,2.20111572265625,3.098413747946421,12.320990652243296,9.222576904296876,7.130177485148112,22.63058049519857,15.500403010050455,20.280269058295964,18.760204081632654,16.591666666666665,17.53731343283582,16.72189349112426,15.059033989266547
native,deepseek_only,D_late_ptswap,0.05333333333333334,0.5216666666666666,0.425,0.0,0.09333333333333334,0.65,0.25666666666666665,0.6085364786783855,2.1012750244140626,1.492738545735677,2.735789693196615,7.513157145182292,4.777367451985677,4.285637919108073,15.114498697916666,10.828860778808593,1.4060716756184897,3.7172857666015626,2.3112140909830727,4.110269623597463,12.157930756409963,8.0476611328125,4.285637919108073,15.114498697916666,10.828860778808593,20.487603305785125,18.774030354131536,16.796327212020035,17.229508196721312,17.050746268656717,16.089866156787764
raw_shared,dense5,A_pt_raw,1.0,0.0,0.0,0.0,0.9859202145491116,0.004358028830036876,0.009721756620851492,-2.397360115813761,-2.497317758854947,-0.09995764304118551,-0.8573968420083036,2.3303966311212756,3.187793473129579,-1.2336072470971573,10.66778013029236,11.901387377389517,-2.194967648705659,-2.4285136001285115,-0.23354595142285214,-1.6734780974328978,5.61782272190525,7.291300819338147,-1.2336072470971573,10.66778013029236,11.901387377389517,24.40989010989011,24.843458980044346,22.7903981264637,26.502018842530283,22.894736842105264,20.93194770365404
raw_shared,dense5,B_early_raw,0.5259805564867583,0.2628226617499162,0.20415688903788132,0.007039892725444184,0.5531344284277573,0.2732148843446195,0.1736506872276232,-2.4437370281110784,-2.2952930272684537,0.1484440008426248,-0.22036120766087583,2.493993793043801,2.7143550007046766,-0.6521744224556013,11.097435143343203,11.749609565798805,-2.324626402770198,-2.2273242821279404,0.09730212064225763,-0.298744703594007,6.015191812544032,6.313936516138039,-0.6521744224556013,11.097435143343203,11.749609565798805,25.517473118279568,24.400486420753953,22.36454478164323,25.84973404255319,23.368530020703933,21.43273466621484
raw_shared,dense5,B_mid_raw,0.4116661079450218,0.3345625209520617,0.24874287629902783,0.005028494803888703,0.4428427757291317,0.35769359704994974,0.19946362722091854,-2.386208837279289,-2.5051764099141556,-0.11896757263486672,-0.354932318907075,2.3397589506736907,2.6946912695807654,-0.10714667458043496,11.880704270406653,11.987850944987088,-2.2188446176879326,-2.4477663682764343,-0.22892175058850178,0.02842514953715586,6.162726284312275,6.134301134775119,-0.10714667458043496,11.880704270406653,11.987850944987088,26.227954409118176,24.133788670148654,22.30533781261665,25.801144492131616,23.528842832469774,21.694556451612904
raw_shared,dense5,B_late_raw,0.6034193764666443,0.13610459269192088,0.2527656721421388,0.0077103586992960105,0.6469996647670131,0.14716728126047604,0.2058330539725109,-2.397360115813761,-2.497317758854947,-0.09995764304118551,-0.8573968420083036,2.3303966311212756,3.187793473129579,-1.042522260337878,12.568158069473762,13.610680329811641,-2.194967648705659,-2.4285136001285115,-0.23354595142285214,-1.4664943233417098,5.557141847831069,7.023636171172779,-1.042522260337878,12.568158069473762,13.610680329811641,25.341895482728077,24.7447266465777,22.799236641221373,25.453554119547658,22.865122615803816,20.997649429147078
raw_shared,dense5,C_it_chat,0.0,1.0,0.0,0.0,0.002011397921555481,0.9943010392222594,0.0036875628561850488,-2.448815063146629,-2.396151183956708,0.05266387918992127,0.6107188102346197,2.479527140958494,1.868808330723874,4.359770894729968,17.01430076422645,12.654529869496482,-2.32014474619406,-2.380108341449785,-0.059963595255724825,2.2054698265042436,6.806288097354737,4.600818270850493,4.359770894729968,17.01430076422645,12.654529869496482,27.362202081235313,24.35601743211532,22.18605430774388,22.283428571428573,23.433425160697887,22.37186681631126
raw_shared,dense5,D_early_ptswap,0.2561180020113979,0.4810593362386859,0.26215219577606436,0.0006704659738518271,0.2755615152531009,0.5088836741535367,0.2155548105933624,-2.460254131928411,-2.6353110096976535,-0.17505687776924259,-0.022299730414078213,2.53008933967286,2.552389070086938,1.6708187265680654,14.911178711633173,13.240359985065108,-2.2667780525125676,-2.5770620684315206,-0.31028401591895294,0.5872876720064005,6.435341641601603,5.8480539695952025,1.6708187265680654,14.911178711633173,13.240359985065108,26.631018753167766,24.215488215488215,22.565141460006984,24.644927536231883,23.190531625921615,21.74178895877009
raw_shared,dense5,D_mid_ptswap,0.3446195105598391,0.43043915521287296,0.2236004022795843,0.0013409319477036541,0.3586992960107275,0.45222929936305734,0.18907140462621522,-2.4713822696339234,-2.4467574837940713,0.024624785839851934,0.10476447158798131,2.7616125062692496,2.656848034681268,0.8607994064244096,13.839227267811053,12.978427861386644,-2.23382552629983,-2.3288134473544257,-0.09498792105459583,0.22805259645764475,6.4222432519220245,6.1941906554643795,0.8607994064244096,13.839227267811053,12.978427861386644,26.290458618871902,24.456159822419533,22.63630089717046,25.05008944543828,23.302651515151513,21.708216292134832
raw_shared,dense5,D_late_ptswap,0.15789473684210525,0.5903452899765337,0.24136775058665771,0.01039222259470332,0.17096882333221589,0.6248742876299028,0.20415688903788132,-2.448815063146629,-2.396151183956708,0.05266387918992127,0.6107188102346197,2.479527140958494,1.868808330723874,1.8412025993876597,13.064205710615362,11.223003111227703,-2.32014474619406,-2.380108341449785,-0.059963595255724825,1.856212242553588,6.83996848279983,4.983756240246242,1.8412025993876597,13.064205710615362,11.223003111227703,26.59177617634591,24.237976487353045,22.27131515360718,24.72871452420701,23.731205375892483,22.379487179487178
